descricao_projeto,tipo_projeto,departamento,duracao_meses,orcamento,complexidade,recursos_disponiveis,metodologia,risco,entregas,tamanho_equipe,data_inicio,sucesso
Migração de banco de dados,Marketing,Operações,4,223468.81,Média,0,Scrum,Médio,2,30,2022-02-05,0
Migração de banco de dados,Construção,RH,2,702091.73,Média,1,Waterfall,Alto,6,28,2024-11-24,0
Análise de dados financeiros,Infraestrutura,RH,9,384934.04,Média,1,Agile,Baixo,1,5,2022-12-28,0
Integração de sistemas,Infraestrutura,TI,31,981500.81,Baixa,2,Kanban,Médio,10,12,2023-09-18,1
Desenvolvimento de aplicativo móvel,Marketing,TI,25,333973.2,Baixa,0,Agile,Médio,8,29,2023-06-18,0
Pesquisa de satisfação do cliente,Software,RH,36,56833.31,Baixa,1,Scrum,Alto,5,26,2023-05-08,0
Desenvolvimento de aplicativo móvel,Software,RH,5,539857.98,Média,1,Agile,Baixo,7,29,2023-03-15,0
Desenvolvimento de aplicativo móvel,Software,Marketing,24,193194.53,Média,1,Kanban,Alto,7,29,2022-05-05,0
Pesquisa de satisfação do cliente,Pesquisa,Marketing,24,92269.71,Média,0,Waterfall,Médio,10,14,2023-07-27,0
Migração de banco de dados,Software,Operações,29,713355.77,Alta,2,Agile,Baixo,6,36,2023-04-24,1
Implementação de CRM,Pesquisa,RH,31,745646.32,Média,1,Agile,Médio,5,35,2024-07-16,1
Análise de dados financeiros,Pesquisa,Financeiro,19,487664.06,Média,2,Waterfall,Baixo,2,8,2021-09-24,0
Migração de banco de dados,Software,Marketing,23,693041.24,Média,1,Waterfall,Baixo,3,16,2021-02-23,0
Pesquisa de satisfação do cliente,Software,TI,35,561327.48,Baixa,2,Scrum,Baixo,3,5,2022-06-12,1
Desenvolvimento de aplicativo móvel,Marketing,RH,6,648311.05,Média,1,Scrum,Baixo,5,16,2022-09-08,0
Migração de banco de dados,Marketing,Financeiro,6,616868.77,Alta,2,Waterfall,Médio,2,13,2023-12-19,0
Campanha de marketing digital,Pesquisa,Financeiro,30,682531.63,Baixa,1,Kanban,Baixo,1,8,2023-11-30,1
Treinamento de equipe,Marketing,Financeiro,1,239649.12,Média,0,Scrum,Baixo,4,26,2024-06-14,0
Desenvolvimento de aplicativo móvel,Pesquisa,TI,8,305271.29,Baixa,1,Kanban,Médio,10,5,2023-08-13,0
Automatização de processos,Infraestrutura,Marketing,28,467964.99,Média,1,Waterfall,Baixo,3,9,2022-01-21,0
Pesquisa de satisfação do cliente,Pesquisa,Financeiro,25,473821.61,Média,0,Agile,Baixo,3,38,2023-01-04,0
Construção de dashboard de vendas,Pesquisa,Marketing,33,785691.13,Alta,1,Waterfall,Baixo,10,2,2022-12-17,0
Integração de sistemas,Marketing,Operações,14,399023.98,Média,2,Waterfall,Médio,6,7,2022-10-12,0
Construção de dashboard de vendas,Infraestrutura,TI,11,204379.9,Média,0,XP,Baixo,9,30,2021-10-27,0
Migração de banco de dados,Construção,Marketing,2,288892.67,Alta,1,Waterfall,Baixo,10,17,2022-01-30,0
Desenvolvimento de aplicativo móvel,Construção,Marketing,30,253996.83,Média,1,Scrum,Médio,10,31,2024-05-15,0
Integração de sistemas,Construção,Financeiro,30,745077.02,Média,1,Agile,Baixo,2,1,2024-09-21,1
Integração de sistemas,Infraestrutura,Financeiro,4,496822.63,Média,0,Kanban,Médio,5,28,2022-08-16,0
Análise de dados financeiros,Software,TI,13,723199.16,Alta,1,XP,Baixo,2,30,2022-05-29,0
Construção de dashboard de vendas,Infraestrutura,Marketing,7,445408.7,Média,0,Scrum,Alto,6,31,2024-04-16,0
Desenvolvimento de aplicativo móvel,Marketing,RH,3,895248.82,Alta,1,Agile,Médio,1,24,2022-01-31,0
Análise de dados financeiros,Pesquisa,Financeiro,9,984344.29,Baixa,1,Kanban,Alto,1,31,2022-01-06,1
Implementação de CRM,Pesquisa,Financeiro,14,686350.38,Média,2,Agile,Médio,9,11,2023-05-08,1
Construção de dashboard de vendas,Marketing,Operações,11,870621.93,Média,0,Scrum,Médio,10,16,2023-03-02,0
Treinamento de equipe,Marketing,TI,14,532536.6,Média,0,Agile,Alto,5,9,2022-10-20,0
Treinamento de equipe,Pesquisa,Marketing,19,937889.8,Média,1,Waterfall,Baixo,9,30,2024-09-03,1
Análise de dados financeiros,Software,Marketing,8,840007.16,Baixa,1,Agile,Médio,8,12,2023-01-06,1
Implementação de CRM,Software,Marketing,7,992189.64,Baixa,1,Waterfall,Baixo,9,16,2024-10-24,1
Campanha de marketing digital,Software,Financeiro,7,641939.05,Média,2,Scrum,Médio,9,33,2022-01-19,1
Campanha de marketing digital,Marketing,TI,3,790246.4,Alta,2,XP,Baixo,8,6,2021-03-03,0
Treinamento de equipe,Pesquisa,Marketing,3,565724.73,Alta,1,Waterfall,Médio,3,1,2022-05-20,0
Automatização de processos,Pesquisa,RH,18,296164.1,Baixa,1,Agile,Alto,7,13,2021-08-27,0
Pesquisa de satisfação do cliente,Pesquisa,Operações,33,387017.41,Alta,2,Agile,Baixo,4,37,2021-07-14,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,28,899305.14,Baixa,0,Agile,Alto,8,35,2022-11-09,1
Automatização de processos,Infraestrutura,Marketing,36,103150.55,Média,1,Scrum,Baixo,7,26,2024-05-30,0
Análise de dados financeiros,Construção,Financeiro,16,611905.89,Baixa,1,Kanban,Baixo,9,9,2021-03-02,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,15,403859.83,Alta,1,Agile,Médio,8,17,2024-02-27,0
Pesquisa de satisfação do cliente,Software,Operações,29,417357.91,Média,2,Agile,Baixo,3,38,2023-09-17,1
Construção de dashboard de vendas,Software,Operações,18,890342.65,Média,2,Waterfall,Médio,5,35,2022-11-16,1
Construção de dashboard de vendas,Software,Operações,19,861131.26,Média,1,XP,Baixo,3,25,2021-06-05,1
Automatização de processos,Software,Marketing,29,618900.26,Baixa,2,Agile,Médio,9,7,2024-11-02,1
Desenvolvimento de aplicativo móvel,Construção,TI,6,309272.91,Média,1,Scrum,Médio,1,31,2023-07-12,0
Implementação de CRM,Software,TI,27,501683.53,Média,2,Kanban,Alto,7,32,2023-05-18,1
Análise de dados financeiros,Marketing,Financeiro,7,437878.72,Baixa,1,Kanban,Médio,9,19,2023-06-22,0
Construção de dashboard de vendas,Marketing,RH,27,385937.13,Alta,1,Kanban,Baixo,3,17,2023-09-26,0
Construção de dashboard de vendas,Marketing,TI,19,147646.3,Média,1,Scrum,Baixo,7,6,2023-09-02,0
Campanha de marketing digital,Infraestrutura,RH,17,565958.19,Baixa,1,Kanban,Alto,7,25,2024-05-15,1
Implementação de CRM,Pesquisa,TI,11,336739.73,Baixa,1,Kanban,Médio,2,33,2022-01-23,0
Campanha de marketing digital,Construção,TI,5,677767.55,Baixa,0,Waterfall,Médio,5,19,2023-06-06,0
Desenvolvimento de aplicativo móvel,Marketing,Financeiro,2,353243.74,Média,2,Kanban,Médio,10,15,2023-04-18,0
Implementação de CRM,Marketing,Operações,12,459605.32,Média,2,Waterfall,Baixo,7,35,2024-09-25,1
Pesquisa de satisfação do cliente,Software,Financeiro,11,99742.36,Baixa,1,Waterfall,Médio,2,32,2021-12-06,0
Campanha de marketing digital,Marketing,TI,10,992911.17,Média,2,Waterfall,Médio,10,38,2021-07-23,1
Treinamento de equipe,Software,Operações,28,532229.86,Média,2,Scrum,Baixo,10,36,2021-06-10,1
Análise de dados financeiros,Software,Operações,7,73025.71,Média,1,Agile,Alto,2,32,2022-01-27,0
Pesquisa de satisfação do cliente,Pesquisa,Operações,14,564169.13,Alta,1,XP,Baixo,6,32,2023-02-08,0
Implementação de CRM,Infraestrutura,RH,13,876836.3,Baixa,2,Kanban,Médio,2,40,2022-07-29,1
Treinamento de equipe,Software,TI,5,783924.53,Média,1,XP,Baixo,10,36,2022-06-18,1
Desenvolvimento de aplicativo móvel,Software,Marketing,8,715861.35,Média,0,Agile,Médio,1,34,2023-12-30,1
Treinamento de equipe,Pesquisa,Financeiro,1,182491.42,Baixa,1,Waterfall,Baixo,3,10,2023-06-12,0
Construção de dashboard de vendas,Software,RH,5,674850.23,Baixa,1,Waterfall,Baixo,1,33,2022-02-09,1
Automatização de processos,Construção,Financeiro,11,777983.46,Média,2,Waterfall,Alto,6,10,2022-08-31,1
Treinamento de equipe,Infraestrutura,Marketing,10,593798.11,Alta,1,Waterfall,Médio,4,35,2023-04-08,0
Integração de sistemas,Construção,Operações,15,898111.55,Média,2,Kanban,Médio,2,22,2024-02-18,1
Desenvolvimento de aplicativo móvel,Marketing,Marketing,29,313140.29,Média,2,Agile,Médio,7,23,2022-11-21,0
Pesquisa de satisfação do cliente,Infraestrutura,Financeiro,25,280037.46,Média,1,Agile,Baixo,7,7,2023-06-21,0
Campanha de marketing digital,Marketing,Marketing,6,876091.26,Média,2,Agile,Baixo,8,21,2024-05-25,1
Migração de banco de dados,Software,TI,11,644128.33,Baixa,0,XP,Baixo,7,1,2021-02-25,0
Desenvolvimento de aplicativo móvel,Pesquisa,Marketing,17,51374.86,Baixa,1,Waterfall,Médio,1,13,2022-01-01,0
Integração de sistemas,Construção,TI,15,385474.84,Média,2,Scrum,Alto,3,9,2022-03-31,0
Construção de dashboard de vendas,Marketing,Marketing,16,864963.19,Média,1,Agile,Baixo,1,20,2021-04-14,1
Campanha de marketing digital,Software,TI,2,75953.54,Baixa,2,XP,Médio,2,10,2021-03-18,0
Análise de dados financeiros,Construção,TI,36,53085.53,Baixa,1,Kanban,Baixo,1,26,2021-08-18,0
Migração de banco de dados,Construção,Marketing,19,317196.33,Baixa,2,Waterfall,Baixo,9,1,2024-07-05,0
Treinamento de equipe,Marketing,RH,21,918300.04,Média,1,XP,Médio,7,17,2024-07-11,1
Integração de sistemas,Software,Operações,11,906403.7,Média,1,Scrum,Baixo,9,17,2021-11-27,1
Treinamento de equipe,Pesquisa,Operações,3,542823.85,Baixa,1,Scrum,Médio,8,39,2024-04-20,1
Análise de dados financeiros,Marketing,Operações,34,575575.03,Baixa,1,Kanban,Baixo,10,12,2023-06-12,1
Desenvolvimento de aplicativo móvel,Construção,TI,18,365407.61,Baixa,0,Agile,Alto,2,15,2022-11-19,0
Automatização de processos,Construção,Operações,15,281549.83,Baixa,1,Agile,Médio,1,1,2021-01-27,0
Integração de sistemas,Infraestrutura,TI,25,824460.76,Média,1,XP,Baixo,5,32,2024-07-23,1
Implementação de CRM,Software,RH,15,150980.12,Baixa,1,XP,Baixo,7,11,2021-10-26,0
Pesquisa de satisfação do cliente,Infraestrutura,Marketing,30,512986.65,Média,1,Agile,Baixo,2,5,2023-08-15,0
Implementação de CRM,Pesquisa,Marketing,17,652677.4,Média,1,Agile,Baixo,4,18,2023-03-10,0
Automatização de processos,Marketing,TI,18,148496.28,Média,2,XP,Médio,7,18,2024-01-20,0
Análise de dados financeiros,Construção,TI,31,543626.74,Baixa,2,Waterfall,Alto,9,23,2022-04-25,1
Implementação de CRM,Software,RH,18,598645.22,Baixa,1,Scrum,Baixo,6,7,2022-07-27,0
Construção de dashboard de vendas,Construção,Operações,35,755371.26,Baixa,1,Scrum,Médio,7,26,2022-04-03,1
Integração de sistemas,Infraestrutura,RH,13,273094.25,Alta,1,Kanban,Baixo,8,1,2021-12-31,0
Construção de dashboard de vendas,Infraestrutura,Marketing,14,328661.13,Alta,0,Scrum,Médio,8,28,2023-05-09,0
Migração de banco de dados,Marketing,Marketing,36,591045.09,Baixa,1,XP,Baixo,9,20,2021-12-17,1
Automatização de processos,Software,Operações,18,983970.09,Média,1,Waterfall,Alto,10,23,2024-11-24,1
Migração de banco de dados,Software,Marketing,5,256618.52,Baixa,1,XP,Médio,2,32,2021-09-10,0
Migração de banco de dados,Marketing,TI,14,986608.64,Baixa,1,Agile,Alto,7,38,2023-02-20,1
Migração de banco de dados,Infraestrutura,Marketing,25,728625.41,Média,1,Agile,Baixo,2,39,2023-03-14,1
Desenvolvimento de aplicativo móvel,Infraestrutura,Financeiro,12,834777.97,Baixa,0,Scrum,Médio,7,18,2023-10-09,1
Desenvolvimento de aplicativo móvel,Infraestrutura,Operações,28,135159.2,Média,2,Waterfall,Médio,9,33,2022-04-04,0
Automatização de processos,Construção,Operações,35,335399.18,Média,2,Kanban,Médio,4,25,2023-07-06,1
Campanha de marketing digital,Pesquisa,Operações,1,104849.47,Média,2,XP,Baixo,5,32,2022-05-14,0
Implementação de CRM,Infraestrutura,Financeiro,3,402969.65,Alta,1,Kanban,Alto,5,28,2023-08-08,0
Desenvolvimento de aplicativo móvel,Pesquisa,RH,7,982225.18,Média,0,Kanban,Alto,2,13,2022-05-23,1
Treinamento de equipe,Pesquisa,TI,9,150009.41,Média,0,Kanban,Baixo,3,19,2024-08-20,0
Construção de dashboard de vendas,Software,Operações,36,584254.14,Média,1,Kanban,Médio,10,3,2022-05-16,0
Desenvolvimento de aplicativo móvel,Marketing,Marketing,23,55767.09,Baixa,1,XP,Baixo,1,27,2023-03-14,0
Análise de dados financeiros,Construção,TI,24,727048.68,Média,2,Agile,Alto,3,17,2022-08-21,1
Migração de banco de dados,Pesquisa,Marketing,10,237333.06,Alta,2,XP,Médio,5,29,2021-06-15,0
Desenvolvimento de aplicativo móvel,Construção,TI,12,173105.31,Média,2,Agile,Baixo,9,33,2024-12-09,0
Automatização de processos,Software,TI,19,370166.92,Alta,2,Agile,Baixo,1,28,2022-04-07,0
Construção de dashboard de vendas,Infraestrutura,Marketing,32,782492.08,Baixa,1,XP,Baixo,6,20,2023-07-09,1
Construção de dashboard de vendas,Pesquisa,Marketing,24,151282.43,Baixa,2,XP,Baixo,2,34,2021-04-24,1
Campanha de marketing digital,Marketing,TI,22,268347.05,Baixa,2,XP,Baixo,6,16,2024-12-27,1
Pesquisa de satisfação do cliente,Software,Operações,3,58041.2,Média,1,Agile,Médio,10,39,2023-09-19,0
Pesquisa de satisfação do cliente,Construção,Marketing,27,969994.12,Média,0,XP,Médio,6,2,2024-10-11,1
Implementação de CRM,Infraestrutura,Financeiro,19,612538.32,Média,0,Waterfall,Médio,1,28,2021-07-26,0
Treinamento de equipe,Construção,Financeiro,9,733904.65,Alta,1,Scrum,Médio,5,17,2024-06-12,0
Integração de sistemas,Marketing,TI,13,668814.01,Média,1,Scrum,Baixo,10,20,2024-10-10,0
Automatização de processos,Pesquisa,RH,2,187146.33,Média,2,Waterfall,Baixo,2,18,2022-05-30,0
Análise de dados financeiros,Marketing,TI,36,615192.94,Média,1,Scrum,Médio,1,28,2024-05-16,1
Desenvolvimento de aplicativo móvel,Construção,TI,29,174844.82,Baixa,1,Agile,Baixo,9,28,2022-12-10,1
Automatização de processos,Construção,Operações,11,431174.63,Média,0,XP,Baixo,6,16,2024-02-23,0
Treinamento de equipe,Marketing,Operações,34,590514.98,Baixa,1,XP,Baixo,1,33,2021-05-18,1
Pesquisa de satisfação do cliente,Marketing,RH,4,580937.06,Baixa,1,XP,Médio,10,21,2021-12-05,1
Automatização de processos,Marketing,RH,4,163119.75,Média,2,Waterfall,Alto,9,5,2022-06-21,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,1,82714.17,Alta,1,Waterfall,Médio,9,37,2021-03-09,0
Campanha de marketing digital,Construção,RH,25,808322.6,Média,2,Agile,Baixo,7,18,2022-01-18,1
Implementação de CRM,Software,RH,26,739626.32,Média,1,Waterfall,Alto,9,5,2021-01-19,1
Campanha de marketing digital,Infraestrutura,TI,11,127727.96,Média,1,XP,Baixo,1,11,2022-11-14,0
Pesquisa de satisfação do cliente,Infraestrutura,TI,23,171044.74,Baixa,2,Agile,Médio,3,22,2021-03-15,1
Migração de banco de dados,Infraestrutura,Financeiro,2,897954.59,Alta,2,Agile,Baixo,8,23,2022-07-27,0
Pesquisa de satisfação do cliente,Software,Financeiro,19,780672.46,Média,0,XP,Alto,3,26,2023-07-28,1
Implementação de CRM,Marketing,Marketing,29,996352.28,Baixa,2,Kanban,Médio,8,27,2024-07-23,1
Desenvolvimento de aplicativo móvel,Construção,TI,4,291288.08,Média,0,XP,Médio,3,3,2023-12-08,0
Treinamento de equipe,Pesquisa,RH,16,513412.84,Baixa,1,Agile,Médio,4,2,2021-07-30,0
Integração de sistemas,Pesquisa,Marketing,27,274636.6,Baixa,0,Kanban,Médio,4,17,2023-05-05,0
Campanha de marketing digital,Construção,Operações,5,641660.13,Baixa,1,XP,Baixo,5,3,2022-10-13,0
Pesquisa de satisfação do cliente,Software,TI,15,159643.53,Baixa,1,XP,Médio,10,3,2023-09-21,0
Treinamento de equipe,Pesquisa,Financeiro,23,170881.01,Média,1,Kanban,Médio,10,40,2022-11-26,0
Campanha de marketing digital,Infraestrutura,TI,3,118293.5,Média,1,Kanban,Médio,4,16,2022-06-24,0
Pesquisa de satisfação do cliente,Pesquisa,TI,18,708906.78,Média,1,Scrum,Baixo,7,12,2024-04-29,0
Implementação de CRM,Construção,TI,26,519368.95,Média,1,Kanban,Baixo,4,1,2024-08-31,0
Campanha de marketing digital,Infraestrutura,TI,6,636844.66,Média,2,Waterfall,Médio,1,4,2023-06-20,0
Pesquisa de satisfação do cliente,Pesquisa,Operações,17,885335.99,Baixa,1,Kanban,Médio,5,17,2023-02-19,1
Desenvolvimento de aplicativo móvel,Construção,Financeiro,27,753312.06,Média,1,Agile,Baixo,8,19,2024-02-11,1
Implementação de CRM,Software,TI,20,488636.77,Baixa,2,Kanban,Baixo,6,4,2021-06-19,0
Treinamento de equipe,Construção,Operações,6,985138.19,Média,1,XP,Médio,4,39,2023-11-04,1
Treinamento de equipe,Software,Marketing,35,483443.3,Média,1,Waterfall,Baixo,4,20,2021-10-15,0
Integração de sistemas,Infraestrutura,TI,12,156828.14,Média,1,Kanban,Médio,1,39,2021-07-08,0
Automatização de processos,Construção,Operações,3,993022.01,Alta,0,Waterfall,Médio,10,4,2023-07-03,0
Migração de banco de dados,Marketing,RH,4,71679.69,Média,1,Scrum,Baixo,1,17,2024-03-24,0
Desenvolvimento de aplicativo móvel,Marketing,Marketing,4,572389.38,Baixa,2,Waterfall,Alto,3,15,2022-11-25,1
Implementação de CRM,Marketing,Financeiro,4,343640.71,Baixa,1,XP,Baixo,4,28,2023-06-07,0
Campanha de marketing digital,Marketing,TI,21,528374.54,Alta,1,Scrum,Alto,4,16,2022-04-16,0
Treinamento de equipe,Marketing,TI,2,580777.3,Média,1,Kanban,Médio,2,6,2024-01-04,0
Desenvolvimento de aplicativo móvel,Software,Operações,16,278091.1,Alta,1,Waterfall,Médio,9,28,2021-10-04,0
Implementação de CRM,Construção,Financeiro,7,579015.82,Média,2,Scrum,Alto,8,32,2023-07-29,1
Implementação de CRM,Infraestrutura,RH,19,768258.06,Alta,2,Kanban,Médio,3,17,2024-09-28,0
Campanha de marketing digital,Marketing,Marketing,33,303184.35,Alta,1,Kanban,Alto,2,25,2024-12-19,0
Implementação de CRM,Marketing,Financeiro,9,414254.83,Média,2,Waterfall,Médio,1,39,2022-07-25,0
Análise de dados financeiros,Infraestrutura,TI,17,304830.56,Baixa,2,Waterfall,Médio,10,17,2023-05-07,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Operações,27,829531.74,Média,1,Scrum,Médio,9,15,2023-09-28,1
Pesquisa de satisfação do cliente,Marketing,RH,33,738733.15,Alta,2,Waterfall,Baixo,5,18,2024-04-20,1
Treinamento de equipe,Software,Operações,12,877636.62,Alta,2,Kanban,Alto,8,20,2022-04-03,1
Treinamento de equipe,Infraestrutura,Marketing,11,211547.4,Baixa,1,XP,Médio,4,23,2023-07-07,0
Pesquisa de satisfação do cliente,Construção,Financeiro,13,119900.66,Média,1,Scrum,Médio,2,5,2023-04-13,0
Desenvolvimento de aplicativo móvel,Construção,Operações,31,163414.33,Alta,2,XP,Alto,5,39,2023-12-24,0
Migração de banco de dados,Software,Operações,13,202967.42,Média,1,XP,Alto,8,12,2023-04-19,0
Desenvolvimento de aplicativo móvel,Pesquisa,TI,26,556428.53,Alta,2,Kanban,Baixo,6,17,2024-07-07,0
Construção de dashboard de vendas,Software,Operações,31,972366.47,Alta,1,XP,Médio,8,30,2021-07-12,1
Implementação de CRM,Marketing,RH,22,389373.65,Alta,1,Agile,Médio,3,19,2022-09-08,0
Automatização de processos,Pesquisa,Financeiro,6,960582.86,Baixa,1,Scrum,Médio,5,32,2022-02-10,1
Campanha de marketing digital,Marketing,Marketing,20,86290.76,Baixa,1,Kanban,Alto,2,16,2023-08-01,0
Análise de dados financeiros,Construção,Operações,21,930528.59,Baixa,1,Waterfall,Alto,3,2,2022-12-22,1
Automatização de processos,Infraestrutura,RH,10,222094.98,Alta,2,Kanban,Médio,7,12,2021-04-03,0
Pesquisa de satisfação do cliente,Marketing,Marketing,19,916851.24,Média,1,Waterfall,Baixo,1,3,2022-03-06,1
Campanha de marketing digital,Construção,RH,35,103416.06,Baixa,0,Kanban,Médio,8,8,2022-10-16,0
Campanha de marketing digital,Software,Operações,26,950808.48,Média,1,Agile,Médio,5,37,2024-12-28,1
Campanha de marketing digital,Marketing,Operações,7,240758.35,Média,1,Scrum,Baixo,2,24,2024-11-28,0
Treinamento de equipe,Construção,Financeiro,8,337578.36,Alta,2,XP,Médio,3,25,2022-03-10,0
Análise de dados financeiros,Infraestrutura,TI,5,516395.23,Média,2,Kanban,Baixo,4,25,2024-02-10,0
Treinamento de equipe,Marketing,RH,36,411684.84,Média,1,Scrum,Médio,2,14,2022-01-10,0
Implementação de CRM,Construção,TI,28,684151.57,Baixa,0,Scrum,Médio,10,36,2023-12-19,1
Construção de dashboard de vendas,Marketing,TI,3,976067.38,Alta,1,Scrum,Baixo,5,15,2023-12-03,0
Integração de sistemas,Infraestrutura,Marketing,8,626105.17,Baixa,1,Scrum,Médio,7,32,2021-07-26,1
Análise de dados financeiros,Marketing,Marketing,15,735411.14,Média,2,Scrum,Baixo,9,2,2023-02-19,0
Automatização de processos,Marketing,RH,27,133604.99,Baixa,0,XP,Médio,1,21,2024-08-12,0
Implementação de CRM,Construção,TI,36,646421.81,Baixa,1,XP,Médio,10,4,2024-02-16,1
Desenvolvimento de aplicativo móvel,Pesquisa,Financeiro,16,481157.29,Baixa,1,Kanban,Médio,6,29,2022-06-16,1
Pesquisa de satisfação do cliente,Marketing,TI,26,891493.24,Média,2,Waterfall,Médio,6,29,2024-05-30,1
Construção de dashboard de vendas,Pesquisa,Marketing,4,418800.54,Média,2,Kanban,Médio,1,23,2021-06-15,0
Implementação de CRM,Software,TI,12,695481.44,Baixa,2,Scrum,Baixo,2,3,2022-10-05,1
Desenvolvimento de aplicativo móvel,Marketing,Operações,17,266746.04,Baixa,2,Waterfall,Médio,8,21,2024-03-25,0
Construção de dashboard de vendas,Pesquisa,Operações,26,296403.91,Alta,2,Kanban,Médio,6,16,2024-04-22,0
